compound_name,GPCR_PME,relative_tmd_1,relative_tmd_2,relative_tmd_3,relative_tmd_4,relative_tmd_5,relative_tmd_6,relative_tmd_7,adjusted_tmd_delta_G_1,adjusted_tmd_delta_G_2,adjusted_tmd_delta_G_3,adjusted_tmd_delta_G_4,adjusted_tmd_delta_G_5,adjusted_tmd_delta_G_6,adjusted_tmd_delta_G_7,relative_N_terminal_loop_length,relative_downstream_loop_length_1,relative_upstream_loop_length_1,relative_downstream_loop_length_2,relative_upstream_loop_length_2,relative_downstream_loop_length_3,relative_upstream_loop_length_3,relative_C_terminal_loop_length,Molecular_Weight,Isoelectric_Point,Aromaticity,instability_index,gravy,sasa_total,sasa_crg,sasa_plr,sasa_aplr,f_crg,f_plr,f_aplr,alpha_helix,3_10_helix,extended_configuration,isolated_beta_bridge,turn,coil,CAI,Nc,GC3s,CpG_frame1_2,avgCU,CPS_sum,CPSpL,Global_tAI,tAI10Min,tAI10Max,tAI10q25.25.,tAI10q75.75.,avgCU_first20,avgCU_first10,avgCU_first5,GC,GC10min,GC10q25,GC10q75,GC10max,X40deltaG,X40freqens,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,deltaG,freqens,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss
ENST00000298440,468.502237,0.07418398,0.07418398,0.0652819,0.07418398,0.06824926,0.07418398,0.06824926,0.11905663,0.95721959,-0.4525434,-1.9861263,-2.0534359,-2.9134247,2.40432804,0.10385757,0.02670623,0.05934718,0.03560831,0.07715134,0.05341246,0.0504451,0.09495549,38250.7299,8.54272175,0.12759644,48.7961721,0.57833828,19444.2009,4483.56139,5624.67279,9335.96676,0.23058605,0.28927251,0.48014145,0.76557864,0.02077151,0.02373887,0.00296736,0.08902077,0.09792285,0.16,54.32,0.42,0.019,0.519342442,91.92257375,0.078566302,0.335191,0.021991,0.914905,0.318518,0.482041,0.6915,0.592,0.66,0.446657184,0,0.333333333,0.533333333,0.933333333,-55.1,25.79,0.536785486,0.57584507,0.10983815,0.557315076,0.691675231,0.804676769,-1093.9,900.82,0.62024546,0.00017248,0.50760363,0.761441188,0.99903569
ENST00000541038,474.8648,0.07418398,0.07418398,0.0652819,0.07418398,0.06824926,0.07418398,0.06824926,0.11905663,0.95721959,-0.4525434,-1.9861263,-2.0534359,-2.9134247,2.40432804,0.10385757,0.02670623,0.05934718,0.03560831,0.07715134,0.05341246,0.0504451,0.09495549,38250.7299,8.54272175,0.12759644,48.7961721,0.57833828,19248.9647,4476.56806,5556.02798,9216.36863,0.2325615,0.28864035,0.47879815,0.76557864,0.02077151,0.02373887,0,0.07418398,0.115727,0.21,53.31,0.4,0.012,0.544036797,53.15392268,0.057588215,0.275392,0.016726,0.718105,0.168258,0.453875,0.4325,0.465,0.67,0.398485395,0.06666667,0.333333333,0.466666667,0.7,-25.6,15.01,0.632093402,0.630729742,0.455747614,0.519716191,0.75512578,0.853943772,-717.1,641.13,0.612007429,0.02639041,0.509673758,0.737618303,0.99477245
ENST00000541518,483.091286,0.07418398,0.07418398,0.0652819,0.07418398,0.06824926,0.07418398,0.06824926,0.11905663,0.95721959,-0.4525434,-1.9861263,-2.0534359,-2.9134247,2.40432804,0.10385757,0.02670623,0.05934718,0.03560831,0.07715134,0.05341246,0.0504451,0.09495549,38250.7299,8.54272175,0.12759644,48.7961721,0.57833828,19305.5781,4495.68592,5595.3017,9214.59048,0.23286979,0.28982824,0.47730197,0.76261128,0.02077151,0.02373887,0,0.08011869,0.11275964,0.197,52.44,0.363,0.01,0.509202714,55.43862865,0.047061654,0.312789,0.018783,0.697137,0.19679,0.459107,0.7485,0.654,0.618,0.345860413,0.06666667,0.266666667,0.4,0.8,-29.6,19.16,0.628598607,0.52436354,0.177835207,0.51443148,0.638989853,0.698232551,-811.24,903.63,0.571054566,0.00604621,0.440427302,0.70287266,0.997875398
ENST00000258034,380.847107,0.07418398,0.07121662,0.0652819,0.07418398,0.07418398,0.06231454,0.06231454,-2.2272611,-1.3950019,0.88295735,0.347109,-1.8076741,-0.4545452,1.18917903,0.10089021,0.03264095,0.04747774,0.04451039,0.07715134,0.07715134,0.01780415,0.11869436,38241.9988,8.48985767,0.15133531,27.9287834,0.7189911,19542.7787,4781.4683,3957.08569,10804.2247,0.24466676,0.20248327,0.55284997,0.7388724,0.04154303,0,0.01186944,0.07418398,0.13353116,0.175,50.29,0.357,0.009,0.515070802,106.1502221,0.071626331,0.276309,0.025304,0.72765,0.156222,0.44358,0.737,0.784,0.728,0.37011236,0.133333333,0.3,0.433333333,0.833333333,-53.7,25.74,0.90818338,0.709312249,0.499637849,0.599537727,0.799556709,0.999432909,-1170.8,1079.32,0.604610925,0.00817868,0.496071719,0.732550029,0.999432909
ENST00000399285,1124.5757,0.07507508,0.06906907,0.07507508,0.07507508,0.07507508,0.06006006,0.06006006,0.09287162,-0.7853569,-0.6527164,-0.5944379,-2.7623135,0.97614049,0.64801106,0.08708709,0.02702703,0.06006006,0.03303303,0.11111111,0.04204204,0.03303303,0.11711712,38231.5115,9.56841373,0.14114114,31.7447447,0.40870871,20144.5487,5424.62442,5041.83715,9678.08718,0.26928498,0.25028295,0.48043207,0.85285285,0,0.03003003,0.003003,0.06606607,0.04804805,0.176,51.04,0.361,0.014,0.512736318,113.3728329,0.062706213,0.273926,0.012132,0.72765,0.158269,0.434057,0.5895,0.709,0.658,0.373733653,0.133333333,0.3,0.433333333,0.833333333,-57.3,18.25,0.408656262,0.667333573,0.21147157,0.404850571,0.88932412,0.999570255,-1419.4,1302.71,0.587578294,0.00818677,0.468101069,0.72105108,0.999655961
ENST00000309099,6499.63465,0.0728863,0.04956268,0.06997085,0.05830904,0.06997085,0.0728863,0.06122449,-2.3173626,2.95382133,-0.2334308,-0.9781104,-4.0095342,-0.9832718,4.37532974,0.13994169,0.01166181,0.05539359,0.05830904,0.06122449,0.05247813,0.02332362,0.14285714,38171.057,8.95931644,0.12244898,45.0924198,0.6058309,22827.8805,5731.66795,4369.41819,12726.7944,0.25108191,0.19140709,0.55751099,0.66472303,0,0,0.0058309,0.14285714,0.18658892,0.179,53.88,0.394,0.015,0.529570766,158.796903,0.061430137,0.277991,0.005741,0.7575,0.164118,0.456364,0.6425,0.699,0.606,0.382652404,0.03333333,0.266666667,0.433333333,0.9,-59.2,37.1,0.590176093,0.652200388,0.418624367,0.56129735,0.761652815,0.819837437,-2052.44,2335.94,0.600615997,0.00515413,0.496100593,0.732296802,0.998601798
ENST00000416594,360.140353,0.0755287,0.0755287,0.07250755,0.0755287,0.0694864,0.0755287,0.0694864,-2.9491382,-0.6490838,-0.387124,-0.45092,-3.5752412,-1.9898988,1.43870891,0.06646526,0.03021148,0.02719033,0.05740181,0.08761329,0.06344411,0.02719033,0.12688822,38133.2956,9.37732944,0.13897281,40.9025076,0.55981873,19713.2231,5368.26023,4575.16957,9769.7933,0.27231773,0.23208633,0.49559594,0.77039275,0.03323263,0,0,0.08761329,0.10876133,0.179,52.64,0.391,0.011,0.522820292,52.50108227,0.045181654,0.297937,0.012806,0.722744,0.177564,0.46504,0.561,0.443,0.61,0.416045845,0.06666667,0.333333333,0.5,0.8,-27.8,20.79,0.754907277,0.662627493,0.399752134,0.493479805,0.77398016,0.918737081,-988.8,834.01,0.609487362,0.02657559,0.496534372,0.74498977,0.995527946
ENST00000275200,351.592714,0.07309942,0.07309942,0.06432749,0.07309942,0.07309942,0.06140351,0.07309942,-0.4190395,-0.2097312,1.18615648,0.81315708,-2.6110586,0.41944986,2.96368472,0.09356725,0.02923977,0.05555556,0.00877193,0.10233918,0.09649123,0.05263158,0.07017544,38028.3814,6.41765652,0.14035088,33.5462573,0.74678363,18743.7369,4073.29919,5005.16469,9665.27302,0.21731521,0.26703131,0.51565347,0.74853801,0.02631579,0,0.01169591,0.09064328,0.12280702,0.168,50.99,0.399,0.009,0.529342541,75.74982354,0.041873866,0.323466,0.031788,0.701062,0.304767,0.45505,0.6625,0.751,0.702,0.424705449,0.133333333,0.366666667,0.5,0.666666667,-36.9,20.17,0.630217219,0.673233468,0.45457455,0.60585781,0.706518461,0.908467823,-1555.7,1382.63,0.607090639,0.00998551,0.498739068,0.736653229,0.99763118
ENST00000543919,4314.17189,0.0698324,0.0698324,0.0698324,0.0698324,0.06703911,0.05865922,0.0698324,-0.5706195,-0.6996017,-0.1192835,-3.1885406,-0.6434479,-0.4084706,2.79429994,0.06703911,0.02793296,0.03351955,0.03910615,0.0698324,0.02793296,0.07541899,0.18435754,37941.1687,10.6826208,0.08379888,35.0611732,0.41843575,21636.3663,6920.60397,2705.36199,12010.4003,0.31985981,0.12503772,0.55510247,0.67877095,0.03351955,0.02234637,0.00558659,0.07541899,0.18435754,0.168,54.77,0.472,0.029,0.557169026,104.0472026,0.086706002,0.380533,0.038534,0.794357,0.347911,0.490028,0.5775,0.501,0.508,0.503467406,0.06666667,0.4,0.6,0.9,-47.2,25.9,0.759233748,0.696592091,0.513706893,0.644563944,0.740594905,0.861036467,-1344.7,1055.28,0.656012006,0.00404856,0.551653455,0.782555012,0.999729504
ENST00000547270,122.648142,0.07507508,0.07507508,0.05405405,0.07207207,0.07507508,0.07507508,0.06606607,0.03591097,-0.5149144,0.54445785,-2.7481601,-0.5255565,-2.2860484,2.21783694,0.03903904,0.05405405,0.07507508,0.04504505,0.0960961,0.08408408,0.00900901,0.10510511,37892.0767,9.60135708,0.12312312,36.6615916,0.76216216,21468.0904,5618.61405,5228.71175,10620.7646,0.26171932,0.24355737,0.4947233,0.84384384,0,0,0,0.06006006,0.0960961,0.208,52.88,0.562,0.01,0.616073195,57.1924494,0.056626188,0.346046,0.020478,0.676221,0.336208,0.487314,0.8355,0.835,0.7,0.472799209,0.06666667,0.4,0.566666667,0.866666667,-51.2,20.52,0.833747718,0.806342472,0.390176932,0.782078139,0.87779025,0.898235762,-972.2,1092.19,0.64335616,0.102173811,0.534880542,0.76599403,0.997505179
ENST00000275169,432.834255,0.06629834,0.06906077,0.06906077,0.06906077,0.06353591,0.06629834,0.06906077,1.80924296,0.32075153,-0.0301211,-1.1054794,-1.5553685,0.87409456,3.43979335,0.20441989,0.01104972,0.03314917,0.06077348,0.04143646,0.07734807,0.01657459,0.08287293,37880.8376,7.61320782,0.08563536,35.3392265,0.73701657,23759.7263,4454.10754,5019.56149,14286.0573,0.1874646,0.21126344,0.60127196,0.66574586,0.02762431,0,0.01104972,0.10497238,0.19060773,0.156,52.28,0.539,0.032,0.575867159,68.0108314,0.083757182,0.425439,0.121492,0.7518,0.392413,0.528293,0.508,0.537,0.332,0.600409836,0.333333333,0.533333333,0.666666667,0.8,-30.7,28.64,0.512652965,0.650178755,0.08950557,0.582568148,0.78420497,0.882362945,-932.1,491.6,0.624180616,0.00089318,0.508113261,0.767239175,0.99870746
ENST00000226413,159.720944,0.07317073,0.07317073,0.07621951,0.07012195,0.07621951,0.07621951,0.06097561,-1.0715205,2.03791589,1.17072268,0.93447782,-2.4523187,0.78120004,2.56579955,0.1097561,0.05182927,0.05182927,0.04573171,0.09756098,0.09146341,0.03963415,0.00609756,37730.2932,9.5584856,0.14329268,29.4280793,0.35335366,20307.0443,4706.13832,6001.66733,9599.23862,0.23174906,0.29554608,0.47270486,0.72560976,0,0.04268293,0,0.10060976,0.13109756,0.197,52.63,0.54,0.016,0.595419847,130.6783014,0.058705436,0.37359,0.050506,0.821681,0.340772,0.491578,0.575,0.59,0.518,0.497306196,0.166666667,0.433333333,0.566666667,0.9,-53.2,31.71,0.651323737,0.631879784,0.416237472,0.564668885,0.725530525,0.778820195,-2329.3,1648.36,0.628781328,0.00012111,0.499761783,0.781699866,0.999512108
ENST00000322241,549.002963,0.06793478,0.06793478,0.06793478,0.05978261,0.06793478,0.06793478,0.05706522,0.00550375,-0.4815827,-1.2495185,-0.6428484,-2.5405595,1.57663521,1.97035768,0.04076087,0.01902174,0.05434783,0.0326087,0.0625,0.10597826,0.02445652,0.20380435,37613.1254,10.8598444,0.05163043,59.1203804,0.51331522,27167.2626,7003.41081,3726.68967,16437.1621,0.25778861,0.13717575,0.60503564,0.62228261,0,0,0,0.125,0.25271739,0.191,55.85,0.467,0.031,0.56201105,95.35104221,0.105476817,0.372042,0.021191,0.725957,0.363885,0.480859,0.66,0.619,0.434,0.531860037,0.233333333,0.466666667,0.6,0.766666667,-54.9,19.93,0.72625735,0.783960952,0.623840486,0.773134189,0.799494119,0.974863122,-936.6,744.45,0.62528192,0.00422491,0.506514141,0.77211584,0.999019005
ENST00000284674,1099.20239,0.07121662,0.07121662,0.07418398,0.07418398,0.07418398,0.06231454,0.0504451,-0.9410451,1.69657613,1.51091738,-0.2457002,-1.0606616,0.41747271,5.47798164,0.02077151,0.02967359,0.03560831,0.0652819,0.05637982,0.14540059,0.01186944,0.15727003,37603.1194,9.81829319,0.08902077,47.1130564,0.42106825,19919.327,7023.92766,3336.90837,9558.49101,0.35261872,0.16752114,0.47986014,0.81305638,0.01780415,0.02373887,0,0.04451039,0.10089021,0.265,43.01,0.727,0.053,0.722679128,48.40714028,0.151272313,0.454223,0.163103,0.708126,0.420626,0.511353,0.703,0.745,0.84,0.586708204,0.4,0.533333333,0.633333333,0.766666667,-29.9,30.38,0.618215934,0.721536601,0.292340488,0.602973267,0.857787956,0.967868596,-343.3,205.25,0.588987678,0.00985977,0.469427241,0.719070153,0.998515508
ENST00000317834,941.309721,0.07575758,0.07575758,0.07575758,0.07575758,0.06969697,0.07575758,0.06363636,-3.3899416,2.57670143,-0.5652538,2.24730013,-0.6837473,0.47066863,3.77218867,0.12727273,0.02121212,0.03030303,0.06969697,0.09090909,0.05151515,0.03333333,0.06363636,37488.2568,9.20996952,0.13333333,37.3652424,0.61212121,19602.305,5003.40887,5476.77779,9122.11833,0.25524595,0.27939458,0.46535947,0.73030303,0.01818182,0.02727273,0.01212121,0.05151515,0.16060606,0.24,48.13,0.66,0.02,0.661091954,56.44951867,0.162678728,0.380164,0.068771,0.654433,0.356457,0.503192,0.5505,0.57,0.666,0.493295019,0.233333333,0.433333333,0.566666667,0.7,-22.7,26.01,0.75655668,0.701890344,0.48245528,0.590319479,0.815259202,0.862305812,-297.9,217.14,0.551440424,0.01682043,0.422575034,0.686687861,0.970564849
ENST00000252660,781.853161,0.07692308,0.06461538,0.07692308,0.07076923,0.06769231,0.07692308,0.05846154,0.7568795,-1.1762977,-0.0244209,-0.0335747,-2.7174496,-5.1010311,4.26686132,0.11076923,0.03384615,0.02461538,0.07076923,0.03384615,0.06153846,0.00923077,0.16307692,37464.7171,8.8963953,0.13538462,32.9655385,0.48738462,20972.2474,6302.01359,5481.58365,9188.65015,0.300493,0.26137321,0.43813379,0.73846154,0.00923077,0,0,0.08307692,0.16923077,0.227,52.85,0.481,0.014,0.598254848,45.12713821,0.125353162,0.346698,0.071647,0.603092,0.28347,0.484406,0.582,0.62,0.744,0.41920591,0.133333333,0.366666667,0.466666667,0.633333333,-23.6,11.54,0.158843055,0.305296775,0.0685077,0.191464902,0.411863381,0.541028109,-253.7,279.18,0.543514014,0.00633596,0.40049615,0.695438115,0.994886312
ENST00000375190,6468.73271,0.0728863,0.06997085,0.0728863,0.06705539,0.06122449,0.06997085,0.0728863,-0.0480085,-0.8186325,-1.3817729,-1.5561757,0.25971783,-1.3030869,2.73022539,0.08163265,0.02623907,0.04373178,0.05830904,0.06997085,0.08163265,0.06705539,0.0845481,37430.6637,9.99532337,0.09329446,44.9778426,0.49941691,19876.601,4666.79337,4737.55548,10472.2522,0.2347883,0.23834837,0.52686333,0.68804665,0.02915452,0.03498542,0,0.09037901,0.1574344,0.228,49.19,0.372,0.011,0.535613079,34.44783015,0.094119755,0.36175,0.076426,0.659344,0.325445,0.50764,0.51,0.598,0.898,0.481414325,0.133333333,0.433333333,0.533333333,0.633333333,-21,13.45,0.491985191,0.512816124,0.403999717,0.443699141,0.572010199,0.625512207,-340.3,248.86,0.573941208,0.02602494,0.432391052,0.728053931,0.999294645
ENST00000317735,934.609133,0.07418398,0.07121662,0.07418398,0.07418398,0.07418398,0.07418398,0.04747774,-1.2979251,3.22285718,-0.2695667,-0.0281046,-0.8897001,-0.4955136,4.57077333,0.07715134,0.01186944,0.06231454,0.04154303,0.06231454,0.08011869,0.03264095,0.14243323,37422.5268,8.77835369,0.115727,38.4890801,0.39406528,20462.0668,5168.667,5672.65231,9620.74745,0.2525975,0.27722773,0.47017477,0.71216617,0.01780415,0.01780415,0,0.08011869,0.17210682,0.169,49.95,0.612,0.035,0.625983871,72.83284968,0.117662116,0.453679,0.033047,0.698222,0.423262,0.544509,0.7555,0.656,0.668,0.614186,0.166666667,0.566666667,0.666666667,0.9,-34.4,28.66,0.351242155,0.615534854,0.112803061,0.492119254,0.86367363,0.997766065,-774.3,327.9,0.61676379,0.00579034,0.489112499,0.784115692,0.999146928
ENST00000368146,196.857415,0.0755287,0.06344411,0.05135952,0.0755287,0.0755287,0.0755287,0.0755287,-1.9466392,1.73278468,3.04147509,-0.0802378,-2.0907897,0.02222735,1.02345218,0.12084592,0.02416918,0.03625378,0.10876133,0.10271903,0.02719033,0.01812689,0.0694864,37352.028,6.97121143,0.12386707,45.676435,0.65135952,19648.3493,4049.88069,5381.06371,10217.4049,0.20611811,0.27386849,0.5200134,0.71903323,0.02719033,0.02719033,0.0060423,0.07854985,0.14199396,0.183,49.55,0.615,0.032,0.636152416,65.0314031,0.121101309,0.475719,0.143,0.679599,0.42957,0.545217,0.692,0.666,0.622,0.621672,0.166666667,0.6,0.7,0.9,-36.8,12.98,0.30949551,0.59592607,0.112443561,0.410536372,0.863650066,0.998119156,-674,316.18,0.62325985,0.00654416,0.494111887,0.78874368,0.999352395
ENST00000378396,1392.98374,0.07621951,0.06097561,0.07317073,0.07621951,0.06402439,0.06707317,0.06402439,-0.551566,1.96683215,-1.3674513,-1.1345456,-0.2788892,0.57553713,2.27983765,0.08536585,0.04878049,0.02743902,0.05792683,0.13109756,0.03353659,0.03353659,0.10060976,37277.7762,8.61808529,0.15243902,28.9698476,0.78262195,19798.2421,4893.5951,5021.01423,9883.63278,0.24717321,0.25360909,0.49921769,0.75609756,0.01829268,0.04268293,0,0.05182927,0.13109756,0.247,41.93,0.739,0.046,0.718537477,70.1912008,0.128555313,0.436782,0.11102,0.717956,0.388795,0.524323,0.642,0.694,0.604,0.601096224,0.366666667,0.533333333,0.666666667,0.833333333,-57.5,11.44,0.817397847,0.754938122,0.291759028,0.759077904,0.823571342,0.999319599,-679.6,496.76,0.642879325,0.119679386,0.529367432,0.767060095,0.999319599
ENST00000641019,115.31181,0.0755287,0.04833837,0.07250755,0.07250755,0.0694864,0.0755287,0.06344411,-3.0276189,2.02178629,0.70081434,0.60213701,-2.2892869,-0.7835513,2.1088561,0.0755287,0.02416918,0.07854985,0.04531722,0.09969789,0.04531722,0.03927492,0.11480363,37232.0082,8.53060169,0.13595166,48.5976133,0.84984894,18790.9918,3846.40445,4722.806,10221.7814,0.20469406,0.25133351,0.54397242,0.75830816,0.02719033,0.02719033,0.0060423,0.07250755,0.10876133,0.189,55.41,0.501,0.038,0.581685393,89.1753443,0.125422425,0.422411,0.021692,0.739924,0.394387,0.53705,0.645,0.751,0.806,0.565278428,0.06666667,0.5,0.666666667,0.9,-63.4,16.91,0.520828338,0.692390961,0.397659205,0.498083691,0.899621994,0.998721573,-830.3,436.02,0.625442422,0.0067514,0.481215832,0.79094722,0.998721573
ENST00000246549,3600.47305,0.07575758,0.06666667,0.06666667,0.07272727,0.07575758,0.06060606,0.06969697,-2.031092,-1.7959694,1.2730959,0.28216574,-3.0729705,0.30294243,2.77287815,0.02424242,0.03636364,0.03636364,0.06666667,0.0969697,0.03333333,0.05151515,0.16666667,37143.3256,9.50439663,0.12424242,48.0188485,0.49,19976.8812,5567.17174,4098.7214,10310.988,0.27868073,0.20517324,0.51614604,0.8,0,0,0,0.08181818,0.11818182,0.168,51.78,0.5,0.009,0.563019943,132.8356801,0.075732999,0.351549,0.017317,0.727782,0.337234,0.486809,0.6485,0.631,0.748,0.478442545,0.1,0.4,0.566666667,0.8,-38.1,26.94,0.728395485,0.642231928,0.488611896,0.590745367,0.697801886,0.798333004,-2001.3,858.46,0.65822665,0.02185982,0.52341372,0.798621021,0.999945034
ENST00000329773,359.064939,0.07575758,0.07575758,0.06060606,0.07575758,0.07575758,0.07272727,0.05454545,-3.2037723,-0.0518422,1.10954969,-0.8565818,-3.9558543,-3.7134679,4.61000763,0.09090909,0.03030303,0.03939394,0.07272727,0.03939394,0.02121212,0.0969697,0.11818182,37098.7365,8.36233921,0.13636364,38.2790909,0.83,21420.5268,5074.36022,4154.9135,12191.2531,0.23689241,0.19396878,0.56913881,0.7969697,0,0,0,0.04848485,0.15454545,0.191,54.97,0.522,0.021,0.562518409,68.37679666,0.100850733,0.404225,0.104928,0.706966,0.37726,0.511474,0.5525,0.461,0.452,0.570377636,0.366666667,0.5,0.633333333,0.8,-35,45.15,0.772897365,0.553032155,0.305993818,0.449048123,0.636373762,0.846790162,-781.6,410.95,0.639416249,0.00953847,0.510414401,0.789404548,0.99569968
ENST00000322049,1274.97547,0.0764526,0.0733945,0.0764526,0.0764526,0.0764526,0.0764526,0.04892966,-1.4047043,-0.5896598,1.41500161,-1.4328147,-0.7023067,0.10832659,2.70879856,0.09785933,0.00917431,0.05810398,0.02752294,0.13149847,0.02446483,0.01834862,0.12844037,36998.0071,9.45366001,0.12844037,38.4076758,0.79327217,19233.6236,4762.50408,4283.08,10188.0395,0.24761346,0.22268711,0.52969943,0.7675841,0.02752294,0.02752294,0.00611621,0.06727829,0.10397554,0.183,56.56,0.483,0.032,0.547423147,100.9863435,0.091390356,0.351903,0.021308,0.783188,0.324441,0.49266,0.626,0.546,0.552,0.506176559,0.03333333,0.433333333,0.6,1,-60.4,19.37,0.538044846,0.697388373,0.39741702,0.59447365,0.799395361,0.95088263,-1115.15,865.41,0.5878599,0.0092698,0.470267629,0.71282982,0.999251676
ENST00000345043,1138.63985,0.07462687,0.05970149,0.07462687,0.07164179,0.07164179,0.05970149,0.04776119,0.23062756,1.9223594,-0.777917,1.13605288,0.51240465,-0.3293124,2.17931733,0.14925373,0.00895522,0.05671642,0.04776119,0.09552239,0.07462687,0.0119403,0.09552239,36962.8853,8.61118717,0.10746269,36.1755522,0.88985075,19001.7096,4418.46952,4283.13032,10300.1098,0.2325301,0.22540763,0.54206227,0.77910448,0.0358209,0.02089552,0.00597015,0.07761194,0.08059702,0.219,46.6,0.757,0.056,0.708674074,157.1167824,0.116469075,0.38826,0.007935,0.925999,0.357203,0.521947,0.616,0.633,0.512,0.646419753,0.06666667,0.566666667,0.766666667,1,-61.5,20.89,0.720310842,0.580079947,0.309031002,0.500822433,0.692265396,0.850135148,-1992.6,918.09,0.677271544,0.02666251,0.559472615,0.811921524,0.999992605
ENST00000299766,730.524097,0.06626506,0.04819277,0.0753012,0.0753012,0.0753012,0.0753012,0.06626506,0.80387486,1.66439337,1.10271909,-0.4490839,-1.968602,-2.5893718,0.82556941,0.14759036,0.01807229,0.10240964,0.03012048,0.01506024,0.07831325,0.04518072,0.0813253,36942.4387,7.88417721,0.10843373,48.6241566,0.77078313,20954.5954,4774.1021,6392.54753,9787.94579,0.22783079,0.30506662,0.46710259,0.78614458,0.00903615,0,0,0.12048193,0.08433735,0.204,49.4,0.54,0.006,0.615611285,53.20651991,0.1673161,0.315059,0.029529,0.743868,0.220668,0.452633,0.7115,0.872,0.872,0.438871,0.233333333,0.4,0.5,0.633333333,-29.4,21.79,0.42156905,0.514346524,0.17830151,0.41885788,0.640737791,0.729113273,-260.7,243.66,0.585121438,0.00078997,0.460154438,0.736080693,0.997517047
ENST00000314721,1050.51677,0.07621951,0.07012195,0.07621951,0.05182927,0.07621951,0.07621951,0.06402439,-2.7290755,1.19694612,1.00526382,-0.9198445,-2.10477,-0.9693371,0.84243406,0.07012195,0.01219512,0.07012195,0.03658537,0.11280488,0.05792683,0.02743902,0.12195122,36921.3384,8.58256321,0.10670732,45.2482012,0.88719512,18454.4023,4480.33392,4190.62217,9783.44618,0.2427786,0.22707981,0.53014159,0.7652439,0.01829268,0.03048781,0.00609756,0.00914634,0.17073171,0.254,43.2,0.71,0.006,0.680641026,44.36270385,0.14264535,0.446721,0.133164,0.698013,0.414153,0.525883,0.6635,0.785,0.84,0.538461539,0.333333333,0.466666667,0.6,0.766666667,-38.8,17.98,0.40472802,0.62040226,0.31473401,0.447155272,0.803414801,0.94836939,-312.7,293.79,0.596567702,0.13120139,0.471252774,0.732996122,0.999808286
ENST00000373688,767.211691,0.07594937,0.05696203,0.07594937,0.07911392,0.07911392,0.05379747,0.0664557,-1.8916379,2.73628294,0.39648036,0.41670083,-3.1831526,0.36773321,2.08369357,0.08860759,0.0221519,0.06962025,0.06012658,0.10126582,0.07278481,0.03481013,0.06329114,36888.4956,7.98339405,0.12121212,45.9049394,0.63818182,19769.1921,4784.00258,4629.33034,10355.8592,0.24199282,0.23416892,0.52383826,0.76969697,0.03636364,0.02727273,0.00606061,0.03636364,0.12424242,0.197,46.06,0.72,0.051,0.671136364,91.00346586,0.103530678,0.447358,0.126073,0.768943,0.404163,0.52119,0.6365,0.63,0.702,0.634746404,0.233333333,0.566666667,0.733333333,0.9,-50.1,16.6,0.79361669,0.658951471,0.42637893,0.528694296,0.77375875,0.896413373,-1176.1,516.03,0.639263478,0.00105612,0.515519689,0.786984432,0.99833344
ENST00000276218,702.353799,0.07462687,0.06865672,0.07462687,0.07462687,0.07462687,0.07164179,0.07462687,-1.8261213,0.8759176,0.20895952,-1.1654039,-1.9980936,0.7192544,1.33866168,0.0238806,0.02089552,0.03880597,0.02686567,0.08656716,0.09253731,0.03880597,0.15820896,36888.3767,9.09669857,0.11641791,41.4803284,0.68925373,21136.7765,5694.09417,5022.71284,10419.9695,0.26939274,0.23762908,0.49297818,0.78507463,0.01791045,0,0.00597015,0.05074627,0.14029851,0.329,36.16,0.84,0.035,0.783928571,87.45197727,0.104233584,0.442782,0.073921,0.764772,0.384849,0.527843,0.704,0.678,0.526,0.589285714,0.366666667,0.533333333,0.633333333,0.8,-38.5,34.44,0.791785183,0.54133228,0.09333679,0.297166716,0.771117598,0.97817202,-942.01,643.52,0.5974753,0.04435464,0.486144918,0.73530535,0.997528304
ENST00000641665,768.355551,0.07055215,0.06441718,0.07361963,0.06134969,0.07668712,0.07668712,0.06748466,-2.6369264,1.84056801,0.68464354,2.35302348,-2.6068859,2.15652721,1.70868931,0.11042945,0.03067485,0.06748466,0.04294479,0.1196319,0.04294479,0.03067485,0.06441718,36884.4348,7.57364788,0.14417178,43.0914724,0.79601227,18150.681,3917.06937,4370.59778,9863.01383,0.2158084,0.24079525,0.54339635,0.77607362,0.01840491,0.02760736,0.00613497,0.05214724,0.1196319,0.198,54.31,0.511,0.017,0.583104056,207.4646793,0.073205603,0.361461,0.018203,0.718537,0.346197,0.490682,0.477,0.588,0.468,0.490770135,0,0.4,0.6,0.866666667,-34.2,13.52,0.744632657,0.641129806,0.287740541,0.513151599,0.79057434,0.998066436,-2907.74,2340.65,0.629107961,1.01E-05,0.51074226,0.778318863,0.999368269
